RowNumber,FieldName,ErrorCode,Message
344,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
345,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
345,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
345,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
345,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
346,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
346,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
346,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
346,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
347,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
347,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
347,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
347,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
348,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
348,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
348,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
348,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
349,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
349,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
349,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
349,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
350,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
350,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
350,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
350,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
351,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
351,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
351,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
351,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
352,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
352,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
352,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
352,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
353,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
353,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
353,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
353,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
354,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
354,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
354,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
354,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
355,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
355,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
355,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
355,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
356,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
356,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
356,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
356,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
357,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
357,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
357,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
357,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
358,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
358,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
358,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
358,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
359,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
359,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
359,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
359,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
360,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
360,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
360,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
360,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
361,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
361,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
361,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
361,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
362,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
362,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
362,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
362,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
363,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
363,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
363,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
363,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
364,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
364,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
364,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
364,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
365,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
365,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
365,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
365,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
366,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
366,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
366,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
366,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
367,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
367,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
367,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
367,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
368,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
368,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
368,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
368,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
369,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
369,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
369,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
369,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
370,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
370,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
370,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
370,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
371,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
371,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
371,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
371,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
372,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
372,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
372,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
372,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
373,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
373,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
373,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
373,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
374,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
374,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
374,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
374,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
375,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
375,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
375,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
375,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
376,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
376,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
376,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
376,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
377,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
377,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
377,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
377,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
378,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
378,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
378,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
378,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
379,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
379,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
379,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
379,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
380,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
380,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
380,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
380,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
381,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
381,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
381,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
381,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
382,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
382,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
382,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
382,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
383,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
383,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
383,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
383,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
384,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
384,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
384,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
384,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
385,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
385,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
385,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
385,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
386,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
386,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
386,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
386,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
387,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
387,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
387,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
387,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
388,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
388,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
388,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
388,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
389,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
389,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
389,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
389,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
390,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
390,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
390,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
390,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
391,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
391,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
391,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
391,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
392,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
392,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
392,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
392,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
393,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
393,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
393,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
393,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
394,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
394,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
394,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
394,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
395,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
395,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
395,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
395,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
396,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
396,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
396,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
396,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
397,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
397,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
397,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
397,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
398,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
398,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
398,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
398,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
399,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
399,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
399,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
399,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
400,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
400,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
